Name,GlyphsName,ps_name,AGL,Order,USV,Dir,shapeOrder,DesignerOrder,Fonts,base,Glyphsbase,above,below,center,ring,through,aboveLeft,MirrorGlyph,UnicodeVer,old name / commet,bcp47tags,OTLang,Feat,,GlyphsAppName,Sort,
absNoonGhunnaMed,noonghunna-ar.medi,uni06BA.medi,,968,,AL,1064,935,SHLM,absBehNoDotsMed,behDotless-ar.medi,,,,,,,,,,,,,,,3681.002,
absNoonGhunnaIni,noonghunna-ar.init,uni06BA.init,,1131,,AL,1010,936,SHLM,absBehNoDotsIni,behDotless-ar.init,,,,,,,,,,,,,,,3681.003,
absRnoon,rnoon-ar,uni06BB,,527,06BB,AL,947,937,SL,absNoonGhunna,noonghunna-ar,_tah,,,,,,,,,,,,,rnoon-ar,3684,
absRnoonFin,rnoon-ar.fina,uni06BB.fina,,784,,AL,957,938,SL,absNoonGhunnaFin,noonghunna-ar.fina,_tah,,,,,,,,,,,,,,3684.001,
absRnoonMed,rnoon-ar.medi,uni06BB.medi,,970,,AL,1065,939,SL,absBehNoDotsMed,behDotless-ar.medi,_tah,,,,,,,,,,,,,,3684.002,
absRnoonIni,rnoon-ar.init,uni06BB.init,,1133,,AL,1011,940,SL,absBehNoDotsIni,behDotless-ar.init,_tah,,,,,,,,,,,,,,3684.003,
absNoonRing,noonRing-ar,uni06BC,,528,06BC,AL,948,941,SHL,absNoonGhunna,noonghunna-ar,_dot1,,,_ring,,,,,,,,,,noonRing-ar,3689,
absNoonRingFin,noonRing-ar.fina,uni06BC.fina,,785,,AL,958,942,SHL,absNoonGhunnaFin,noonghunna-ar.fina,_dot1,,,_ring,,,,,,,,,,,3689.001,
absNoonRingMed,noonRing-ar.medi,uni06BC.medi,,971,,AL,1066,943,SHL,absBehNoDotsMed,behDotless-ar.medi,_dot1,,,_ring,,,,,,,,,,,3689.002,
absNoonRingIni,noonRing-ar.init,uni06BC.init,,1134,,AL,1012,944,SHL,absBehNoDotsIni,behDotless-ar.init,_dot1,,,_ring,,,,,,,,,,,3689.003,
absNoonThreeDotsAbove,noonThreedotsabove-ar,uni06BD,,529,06BD,AL,949,945,SHL,absNoonGhunna,noonghunna-ar,_dot3u,,,,,,,,,,,,,noonThreedotsabove-ar,3690,
absNoonThreeDotsAboveFin,noonThreedotsabove-ar.fina,uni06BD.fina,,786,,AL,959,946,SHL,absNoonGhunnaFin,noonghunna-ar.fina,_dot3u,,,,,,,,,,,,,,3690.001,
absNoonThreeDotsAboveMed,noonThreedotsabove-ar.medi,uni06BD.medi,,972,,AL,1067,947,SHL,absBehNoDotsMed,behDotless-ar.medi,,_dot3d,,,,,,,,,,,,,3690.002,
absNoonThreeDotsAboveIni,noonThreedotsabove-ar.init,uni06BD.init,,1135,,AL,1013,948,SHL,absBehNoDotsIni,behDotless-ar.init,,_dot3d,,,,,,,,,,,,,3690.003,
absNoonTwoDotsBelow,noonTwodotsbelow-ar,uni0767,,530,0767,AL,950,949,SHLM,absNoonGhunna,noonghunna-ar,_dot1,_dot2h,,,,,,,,,,,,noonTwodotsbelow-ar,3829,
absNoonTwoDotsBelowFin,noonTwodotsbelow-ar.fina,uni0767.fina,,787,,AL,960,950,SHLM,absNoonGhunnaFin,noonghunna-ar.fina,_dot1,_dot2h,,,,,,,,,,,,,3829.001,
absNoonTwoDotsBelowMed,noonTwodotsbelow-ar.medi,uni0767.medi,,973,,AL,1068,951,SHLM,absBehNoDotsMed,behDotless-ar.medi,_dot1,_dot2h,,,,,,,,,,,,,3829.002,
absNoonTwoDotsBelowIni,noonTwodotsbelow-ar.init,uni0767.init,,1136,,AL,1014,952,SHLM,absBehNoDotsIni,behDotless-ar.init,_dot1,_dot2h,,,,,,,,,,,,,3829.003,
absNoonRetro,noonTahabove-ar,uni0768,,531,0768,AL,951,953,SL,absNoonGhunna,noonghunna-ar,_dot1_tah,,,,,,,,,,,,,noonTahabove-ar,3830,
absNoonRetroFin,noonTahabove-ar.fina,uni0768.fina,,788,,AL,961,954,SL,absNoonGhunnaFin,noonghunna-ar.fina,_dot1_tah,,,,,,,,,,,,,,3830.001,
absNoonRetroMed,noonTahabove-ar.medi,uni0768.medi,,974,,AL,1069,955,SL,absBehNoDotsMed,behDotless-ar.medi,_dot1_tah,,,,,,,,,,,,,,3830.002,
absNoonRetroIni,noonTahabove-ar.init,uni0768.init,,1137,,AL,1015,956,SL,absBehNoDotsIni,behDotless-ar.init,_dot1_tah,,,,,,,,,,,,,,3830.003,
absNoonSmallV,noonVabove-ar,uni0769,,532,0769,AL,952,957,SHL,absNoonGhunna,noonghunna-ar,_dot1_smallV,,,,,,,,,,,,,noonVabove-ar,3831,
absNoonSmallVFin,noonVabove-ar.fina,uni0769.fina,,789,,AL,962,958,SHL,absNoonGhunnaFin,noonghunna-ar.fina,_dot1_smallV,,,,,,,,,,,,,,3831.001,
absNoonSmallVMed,noonVabove-ar.medi,uni0769.medi,,975,,AL,1070,959,SHL,absBehNoDotsMed,behDotless-ar.medi,_dot1_smallV,,,,,,,,,,,,,,3831.002,
absNoonSmallVIni,noonVabove-ar.init,uni0769.init,,1138,,AL,1016,960,SHL,absBehNoDotsIni,behDotless-ar.init,_dot1_smallV,,,,,,,,,,,,,,3831.003,
absAfricanNoon,noonAfrican-ar,uni08BD,,526,08BD,AL,944,961,SHM,absNoonGhunna,noonghunna-ar,,,,,,,,9.0,,,,,,noonAfrican-ar,3693,
absAfricanNoonFin,noonAfrican-ar.fina,uni08BD.fina,,783,,AL,954,962,SHM,absNoonGhunnaFin,noonghunna-ar.fina,,,,,,,,9.0,,,,,,,3693.001,
absAfricanNoonMed,noonAfrican-ar.medi,uni08BD.medi,,969,,AL,1062,963,SHM,absBehNoDotsMed,behDotless-ar.medi,_dot1,,,,,,,9.0,,,,,,,3693.002,
absAfricanNoonIni,noonAfrican-ar.init,uni08BD.init,,1132,,AL,1008,964,SHM,absBehNoDotsIni,behDotless-ar.init,_dot1,,,,,,,9.0,,,,,,,3693.003,
absHeh,heh-ar,uni0647,,535,0647,AL,964,965,SHLM,absAe,ae-ar,,,,,,,,,,,,,,heh-ar,3694,
absHehFin,heh-ar.fina,uni0647.fina,,792,,AL,971,966,SHLM,absAeFin,ae-ar.fina,,,,,,,,,,,,,,,3694.001,
absHehMed,heh-ar.medi,uni0647.medi,,978,,AL,990,967,SHLM,absHehDoachashmeeMed,hehDoachashmee-ar.medi,,,,,,,,,,,,,,,3694.002,
absHehIni,heh-ar.init,uni0647.init,,1141,,AL,980,968,SHLM,absHehDoachashmeeIni,hehDoachashmee-ar.init,,,,,,,,,,,,,,,3694.003,
absHeh.knotted,heh-ar.knotted,uni0647.knotted,,536,,AL,983,969,SL,absHehDoachashmee,hehDoachashmee-ar,,,,,,,,,"Kurdish, Sindhi","sd,ku","SND,KUR","cv48=1,3",,,3694.14,
absHehFin.knottedFlat,heh-ar.knottedFlat.fina,uni0647.knottedFlat.fina,,793,,AL,993,970,L,absHehDoachashmeeFin,hehDoachashmee-ar.fina,,,,,,,,,unused?,,,,,,3694.151,
absHehFin.knottedHigh,heh-ar.knottedHigh.fina,uni0647.knottedHigh.fina,,794,,AL,985,971,SL,,,,,,,,,,,"Kurdish, Sindhi",,,"cv48=1,3",,,3694.161,
absHehMed.knottedHigh,heh-ar.knottedHigh.medi,uni0647.knottedHigh.medi,,980,,AL,988,972,SL,,,,,,,,,,,Sindhi,,,"cv48=1,3",,,3694.162,
absHehFin.hooked,heh-ar.hooked.fina,uni0647.hooked.fina,,795,,AL,975,973,SL,absHehGoalFin,hehgoal-ar.fina,,,,,,,,,Urdu,,,cv48=2,,,3694.171,
absHehMed.hooked,heh-ar.hooked.medi,uni0647.hooked.medi,,979,,AL,995,974,SL,absHehGoalMed,hehgoal-ar.medi,,,,,,,,,Urdu,,,cv48=2,,,3694.172,
absHehIni.hooked,heh-ar.hooked.init,uni0647.hooked.init,,1142,,AL,998,975,SL,absHehGoalIni,hehgoal-ar.init,,,,,,,,,Urdu,,,,,,3694.173,
absHehYehAbove,hehHamzaabove-ar,uni06C0,,539,06C0,AL,967,976,SHL,absAe,ae-ar,_hamza,,,,,,,,,,,,,hehHamzaabove-ar,3699,
absHehYehAboveFin,hehHamzaabove-ar.fina,uni06C0.fina,,798,,AL,973,977,SHL,absAeFin,ae-ar.fina,_hamza,,,,,,,,,,,,,,3699.001,
absHehGoal,hehgoal-ar,uni06C1,,540,06C1,AL,965,978,SL,absAe,ae-ar,,,,,,,,,,,,,,hehgoal-ar,3702,
absHehGoalFin,hehgoal-ar.fina,uni06C1.fina,,799,,AL,974,979,SL,,,,,,,,,,,,,,,,,3702.001,
absHehGoalMed,hehgoal-ar.medi,uni06C1.medi,,982,,AL,994,980,SL,,,,,,,,,,,,,,,,,3702.002,
absHehGoalIni,hehgoal-ar.init,uni06C1.init,,1144,,AL,997,981,SL,,,,,,,,,,,,,,,,,3702.003,
absHehGoalHamzaAbove,hehgoalHamzaabove-ar,uni06C2,,541,06C2,AL,968,982,SL,absAe,ae-ar,_hamza,,,,,,,,,,,,,hehgoalHamzaabove-ar,3707,
absHehGoalHamzaAboveFin,hehgoalHamzaabove-ar.fina,uni06C2.fina,,800,,AL,976,983,SL,absHehGoalFin,hehgoal-ar.fina,_hamza,,,,,,,,,,,,,,3707.001,
absHehGoalHamzaAboveMed,hehgoalHamzaabove-ar.medi,uni06C2.medi,,983,,AL,996,984,SL,absHehGoalMed,hehgoal-ar.medi,_hamza,,,,,,,,,,,,,,3707.002,
absHehGoalHamzaAboveIni,hehgoalHamzaabove-ar.init,uni06C2.init,,1145,,AL,999,985,SL,absHehGoalIni,hehgoal-ar.init,_hamza,,,,,,,,,,,,,,3707.003,
absHehDoachashmee,hehDoachashmee-ar,uni06BE,,533,06BE,AL,982,986,SL,,,,,,,,,,,,,,,,hehDoachashmee-ar,3709,
absHehDoachashmeeFin,hehDoachashmee-ar.fina,uni06BE.fina,,790,,AL,992,987,SL,,,,,,,,,,,,,,,,,3709.001,
absHehDoachashmeeMed,hehDoachashmee-ar.medi,uni06BE.medi,,976,,AL,989,988,SL,,,,,,,,,,,,,,,,,3709.002,
absHehDoachashmeeIni,hehDoachashmee-ar.init,uni06BE.init,,1139,,AL,978,989,SL,,,,,,,,,,,,,,,,,3709.003,
absHehHat,hehVinvertedabove-ar,uni06FF,,534,06FF,AL,984,990,SL,absHehDoachashmee,hehDoachashmee-ar,_hat,,,,,,,,,,,,,hehVinvertedabove-ar,3714,
absHehHatFin,hehVinvertedabove-ar.fina,uni06FF.fina,,791,,AL,986,991,SL,absHehFin.knottedHigh,heh-ar.knottedHigh.fina,_hat,,,,,,,,,,,,,,3714.001,
absHehHatMed,hehVinvertedabove-ar.medi,uni06FF.medi,,977,,AL,987,992,SL,absHehMed.knottedHigh,heh-ar.knottedHigh.medi,_hat,,,,,,,,,,,,,,3714.002,
absHehHatIni,hehVinvertedabove-ar.init,uni06FF.init,,1140,,AL,979,993,SL,absHehDoachashmeeIni,hehDoachashmee-ar.init,_hat,,,,,,,,,,,,,,3714.003,
absTehMarbuta,tehMarbuta-ar,uni0629,,538,0629,AL,966,994,SHLM,absAe,ae-ar,_dot2h,,,,,,,,,,,,,tehMarbuta-ar,3716,
absTehMarbutaFin,tehMarbuta-ar.fina,uni0629.fina,,797,,AL,972,995,SHLM,absAeFin,ae-ar.fina,_dot2h,,,,,,,,,,,,,,3716.001,
absTehMarbutaGoal,tehMarbutagoal-ar,uni06C3,,542,06C3,AL,969,996,SL,absAe,ae-ar,_dot2h,,,,,,,,,,,,,tehMarbutagoal-ar,3719,
absTehMarbutaGoalFin,tehMarbutagoal-ar.fina,uni06C3.fina,,801,,AL,977,997,SL,absHehGoalFin,hehgoal-ar.fina,_dot2h,,,,,,,,,,,,,,3719.001,
absAe,ae-ar,uni06D5,,537,06D5,AL,963,998,SHL,,,,,,,,,,,,,,,,ae-ar,3817,
absAeFin,ae-ar.fina,uni06D5.fina,,796,,AL,970,999,SHL,,,,,,,,,,,,,,,,,3817.001,
absWaw,waw-ar,uni0648,,296,0648,AL,308,1000,*,,,,,,,,,,,,,,,,waw-ar,3721,
absWawFin,waw-ar.fina,uni0648.fina,,568,,AL,326,1001,*,,,,,,,,,,,,,,,,,3721.001,
absHighHamzaWaw,highhamzaWaw-ar,uni0676,,297,0676,AL,310,1002,SL,absWaw,waw-ar,_highHamza,,,,,,,,,,,,,highhamzaWaw-ar,3813,
absHighHamzaWawFin,highhamzaWaw-ar.fina,uni0676.fina,,569,,AL,328,1003,SL,absWawFin,waw-ar.fina,_highHamza,,,,,,,,,,,,,,3813.001,
absUHamzaAbove,uHamzaabove-ar,uni0677,,298,0677,AL,311,1004,SL,absWaw,waw-ar,_hamzaDamma,,,,,,,,,,,,,uHamzaabove-ar,3814,
absUHamzaAboveFin,uHamzaabove-ar.fina,uni0677.fina,,570,,AL,329,1005,SL,absWawFin,waw-ar.fina,_hamzaDamma,,,,,,,,,,,,,,3814.001,
absUHamzaAbove.filled,uHamzaabove-ar.filled,uni0677.filled,,299,,AL,312,1006,SL,absWaw,waw-ar,_hamzaDamma.filled,,,,,,,,,,,cv50=1,,,3814.18,
absUHamzaAboveFin.filled,uHamzaabove-ar.filled.fina,uni0677.filled.fina,,571,,AL,330,1007,SL,absWawFin,waw-ar.fina,_hamzaDamma.filled,,,,,,,,,,,,,,3814.181,
absU,u-ar,uni06C7,,303,06C7,AL,316,1008,SL,absWaw,waw-ar,_damma,,,,,,,,,,,,,u-ar,3740,
absUFin,u-ar.fina,uni06C7.fina,,575,,AL,334,1009,SL,absWawFin,waw-ar.fina,_damma,,,,,,,,,,,,,,3740.001,
absU.filled,u-ar.filled,uni06C7.filled,,304,,AL,317,1010,SL,absWaw,waw-ar,_damma.filled,,,,,,,,,,,cv50=1,,,3740.18,
absUFin.filled,u-ar.filled.fina,uni06C7.filled.fina,,576,,AL,335,1011,SL,absWawFin,waw-ar.fina,_damma.filled,,,,,,,,,,,,,,3740.181,
absWawRing,wawring-ar,uni06C4,,300,06C4,AL,313,1012,SL,absWaw,waw-ar,,,,_ring,,,,,,,,,,wawring-ar,3724,
absWawRingFin,wawring-ar.fina,uni06C4.fina,,572,,AL,331,1013,SL,absWawFin,waw-ar.fina,,,,_ring,,,,,,,,,,,3724.001,
absWawTwoDotsAbove,wawTwodots-ar,uni06CA,,307,06CA,AL,320,1014,SHL,absWaw,waw-ar,_dot2h,,,,,,,,,,,,,wawTwodots-ar,3725,
absWawTwoDotsAboveFin,wawTwodots-ar.fina,uni06CA.fina,,579,,AL,338,1015,SHL,absWawFin,waw-ar.fina,_dot2h,,,,,,,,,,,,,,3725.001,
absWawDotAbove,wawDotabove-ar,uni06CF,,309,06CF,AL,322,1016,SHL,absWaw,waw-ar,_dot1,,,,,,,,,,,,,wawDotabove-ar,3726,
absWawDotAboveFin,wawDotabove-ar.fina,uni06CF.fina,,581,,AL,340,1017,SHL,absWawFin,waw-ar.fina,_dot1,,,,,,,,,,,,,,3726.001,
absWawHamzaAbove,wawHamzaabove-ar,uni0624,,295,0624,AL,309,1018,SHLM,absWaw,waw-ar,_hamza,,,,,,,,,,,,,wawHamzaabove-ar,3727,
absWawHamzaAboveFin,wawHamzaabove-ar.fina,uni0624.fina,,567,,AL,327,1019,SHLM,absWawFin,waw-ar.fina,_hamza,,,,,,,,,,,,,,3727.001,
absWawDigitTwoAbove,wawTwoabove-ar,uni0778,,310,0778,AL,323,1020,S,absWaw,waw-ar,_two,,,,,,,5.1,,,,,,wawTwoabove-ar,3730,
absWawDigitTwoAboveFin,wawTwoabove-ar.fina,uni0778.fina,,582,,AL,341,1021,S,absWawFin,waw-ar.fina,_two,,,,,,,5.1,,,,,,,3730.001,
absWawDigitThreeAbove,wawThreeAbove-ar,uni0779,,311,0779,AL,324,1022,S,absWaw,waw-ar,_three,,,,,,,5.1,,,,,,wawThreeAbove-ar,3731,
absWawDigitThreeAboveFin,wawThreeAbove-ar.fina,uni0779.fina,,583,,AL,342,1023,S,absWawFin,waw-ar.fina,_three,,,,,,,5.1,,,,,,,3731.001,
absWawDotWithin,wawDotcenter-ar,uni08AB,,313,08AB,AL,325,1024,S,absWaw,waw-ar,,,_dot1,,,,,6.1,,,,,,wawDotcenter-ar,3732,
absWawDotWithinFin,wawDotcenter-ar.fina,uni08AB.fina,,585,,AL,343,1025,S,absWawFin,waw-ar.fina,,,_dot1,,,,,6.1,,,,,,,3732.001,
absStraightWaw,wawStraight-ar,uni08B1,,365,08B1,AL,344,1026,S,,,,,,,,,,7.0,,,,,,wawStraight-ar,3733,
absStraightWawFin,wawStraight-ar.fina,uni08B1.fina,,622,,AL,345,1027,S,,,,,,,,,,7.0,,,,,,,3733.001,
absKirghizOe,kirghizoe-ar,uni06C5,,301,06C5,AL,314,1028,SL,absWaw,waw-ar,,,,,_bar,,,,,,,,,kirghizoe-ar,3734,
absKirghizOeFin,kirghizoe-ar.fina,uni06C5.fina,,573,,AL,332,1029,SL,absWawFin,waw-ar.fina,,,,,_bar,,,,,,,,,,3734.001,
absOe,oe-ar,uni06C6,,302,06C6,AL,315,1030,SHLM,absWaw,waw-ar,_smallV,,,,,,,,,,,,,oe-ar,3737,
absOeFin,oe-ar.fina,uni06C6.fina,,574,,AL,333,1031,SHLM,absWawFin,waw-ar.fina,_smallV,,,,,,,,,,,,,,3737.001,
absYu,yu-ar,uni06C8,,305,06C8,AL,318,1032,SHLM,absWaw,waw-ar,_vline,,,,,,,,,,,,,yu-ar,3743,
absYuFin,yu-ar.fina,uni06C8.fina,,577,,AL,336,1033,SHLM,absWawFin,waw-ar.fina,_vline,,,,,,,,,,,,,,3743.001,
absKirghizYu,kirghizyu-ar,uni06C9,,306,06C9,AL,319,1034,SHLM,absWaw,waw-ar,_hat,,,,,,,,,,,,,kirghizyu-ar,3746,
absKirghizYuFin,kirghizyu-ar.fina,uni06C9.fina,,578,,AL,337,1035,SHLM,absWawFin,waw-ar.fina,_hat,,,,,,,,,,,,,,3746.001,
absVe,ve-ar,uni06CB,,308,06CB,AL,321,1036,SHL,absWaw,waw-ar,_dot3u,,,,,,,,,,,,,ve-ar,3749,
absVeFin,ve-ar.fina,uni06CB.fina,,580,,AL,339,1037,SHL,absWawFin,waw-ar.fina,_dot3u,,,,,,,,,,,,,,3749.001,
absAlefMaksura,alefMaksura-ar,uni0649,,384,0649,AL,451,1038,SHLM,absYeh.noDots,yeh-ar.noDots,,,,,,,,,,,,,,alefMaksura-ar,3752,
absAlefMaksuraFin,alefMaksura-ar.fina,uni0649.fina,,641,,AL,469,1039,SHLM,absYehFin.noDots,yeh-ar.noDots.fina,,,,,,,,,,,,,,,3752.001,
absAlefMaksuraMed,alefMaksura-ar.medi,uni0649.medi,,825,,AL,1060,1040,SHLM,absBehNoDotsMed,behDotless-ar.medi,,,,,,,,,,,,,,,3752.002,
absAlefMaksuraIni,alefMaksura-ar.init,uni0649.init,,1000,,AL,1006,1041,SHLM,absBehNoDotsIni,behDotless-ar.init,,,,,,,,,,,,,,,3752.003,
absLowAlef,aleflow-ar,uni08AD,,1149,08AD,AL,1156,1042,S,,,,,,,,,,7.0,,,,,,aleflow-ar,3759,
absYeh,yeh-ar,uni064A,,371,064A,AL,439,1043,SHLM,absYeh.noDots,yeh-ar.noDots,,_dot2h,,,,,,,,,,,,yeh-ar,3762,
absYehFin,yeh-ar.fina,uni064A.fina,,628,,AL,457,1044,SHLM,absYehFin.noDots,yeh-ar.noDots.fina,,_dot2h,,,,,,,,,,,,,3762.001,
absYehMed,yeh-ar.medi,uni064A.medi,,812,,AL,1074,1045,SHLM,absBehNoDotsMed,behDotless-ar.medi,,_dot2h,,,,,,,,,,,,,3762.002,
absYehIni,yeh-ar.init,uni064A.init,,987,,AL,1020,1046,SHLM,absBehNoDotsIni,behDotless-ar.init,,_dot2h,,,,,,,,,,,,,3762.003,
absYeh.noDots,yeh-ar.noDots,uni064A.noDots,,372,,AL,437,1047,*,,,,,,,,,,,,,,,,,3762.19,
absYehFin.noDots,yeh-ar.noDots.fina,uni064A.noDots.fina,,629,,AL,455,1048,*,,,,,,,,,,,,,,,,,3762.191,
absYehMed.noDots,yeh-ar.noDots.medi,uni064A.noDots.medi,,813,,AL,1059,1049,SHLM,absBehNoDotsMed,behDotless-ar.medi,,,,,,,,,,,,,,,3762.192,
absYehIni.noDots,yeh-ar.noDots.init,uni064A.noDots.init,,988,,AL,1005,1050,SHLM,absBehNoDotsIni,behDotless-ar.init,,,,,,,,,,,,,,,3762.193,
absYehHamzaAbove,yehHamzaabove-ar,uni0626,,370,0626,AL,438,1051,SHLM,absYeh.noDots,yeh-ar.noDots,_hamza,,,,,,,,,,,,,yehHamzaabove-ar,3767,
absYehHamzaAboveFin,yehHamzaabove-ar.fina,uni0626.fina,,627,,AL,456,1052,SHLM,absYehFin.noDots,yeh-ar.noDots.fina,_hamza,,,,,,,,,,,,,,3767.001,
absYehHamzaAboveMed,yehHamzaabove-ar.medi,uni0626.medi,,811,,AL,1073,1053,SHLM,absBehNoDotsMed,behDotless-ar.medi,_hamza,,,,,,,,,,,,,,3767.002,
absYehHamzaAboveIni,yehHamzaabove-ar.init,uni0626.init,,986,,AL,1019,1054,SHLM,absBehNoDotsIni,behDotless-ar.init,_hamza,,,,,,,,,,,,,,3767.003,
absYehSmallV,yehVabove-ar,uni06CE,,380,06CE,AL,447,1055,SHL,absYeh.noDots,yeh-ar.noDots,_smallV,,,,,,,,,,,,,yehVabove-ar,3772,
absYehSmallVFin,yehVabove-ar.fina,uni06CE.fina,,637,,AL,465,1056,SHL,absYehFin.noDots,yeh-ar.noDots.fina,_smallV,,,,,,,,,,,,,,3772.001,
absYehSmallVMed,yehVabove-ar.medi,uni06CE.medi,,821,,AL,1082,1057,SHL,absBehNoDotsMed,behDotless-ar.medi,_smallV,_dot2h,,,,,,,,,,,,,3772.002,
absYehSmallVIni,yehVabove-ar.init,uni06CE.init,,996,,AL,1028,1058,SHL,absBehNoDotsIni,behDotless-ar.init,_smallV,_dot2h,,,,,,,,,,,,,3772.003,
absYehTwoDotsBelowHamzaAbove,yehTwodotsbelowHamzaabove-ar,uni08A8,,386,08A8,AL,452,1059,SHM,absYeh.noDots,yeh-ar.noDots,_hamza,_dot2h,,,,,,6.1,,,,,,yehTwodotsbelowHamzaabove-ar,3776,
absYehTwoDotsBelowHamzaAboveFin,yehTwodotsbelowHamzaabove-ar.fina,uni08A8.fina,,643,,AL,470,1060,SHM,absYehFin.noDots,yeh-ar.noDots.fina,_hamza,_dot2h,,,,,,6.1,,,,,,,3776.001,
absYehTwoDotsBelowHamzaAboveMed,yehTwodotsbelowHamzaabove-ar.medi,uni08A8.medi,,827,,AL,1087,1061,SHM,absBehNoDotsMed,behDotless-ar.medi,_hamza,_dot2h,,,,,,6.1,,,,,,,3776.002,
absYehTwoDotsBelowHamzaAboveIni,yehTwodotsbelowHamzaabove-ar.init,uni08A8.init,,1002,,AL,1033,1062,SHM,absBehNoDotsIni,behDotless-ar.init,_hamza,_dot2h,,,,,,6.1,,,,,,,3776.003,
absYehTwoDotsBelowDotAbove,yehTwodotsbelowDotabove-ar,uni08A9,,388,08A9,AL,454,1063,SHM,absYeh.noDots,yeh-ar.noDots,_dot1,_dot2h,,,,,,6.1,,,,,,yehTwodotsbelowDotabove-ar,3777,
absYehTwoDotsBelowDotAboveFin,yehTwodotsbelowDotabove-ar.fina,uni08A9.fina,,645,,AL,472,1064,SHM,absYehFin.noDots,yeh-ar.noDots.fina,_dot1,_dot2h,,,,,,6.1,,,,,,,3777.001,
absYehTwoDotsBelowDotAboveMed,yehTwodotsbelowDotabove-ar.medi,uni08A9.medi,,829,,AL,1089,1065,SHM,absBehNoDotsMed,behDotless-ar.medi,_dot1,_dot2h,,,,,,6.1,,,,,,,3777.002,
absYehTwoDotsBelowDotAboveIni,yehTwodotsbelowDotabove-ar.init,uni08A9.init,,1004,,AL,1035,1066,SHM,absBehNoDotsIni,behDotless-ar.init,_dot1,_dot2h,,,,,,6.1,,,,,,,3777.003,
absFarsiYehInvertedV,yehVinverted-farsi,uni063D,,377,063D,AL,444,1067,SHL,absYeh.noDots,yeh-ar.noDots,_hat,,,,,,,5.1,,,,,,yehVinverted-farsi,3778,
absFarsiYehInvertedVFin,yehVinverted-farsi.fina,uni063D.fina,,634,,AL,462,1068,SHL,absYehFin.noDots,yeh-ar.noDots.fina,_hat,,,,,,,5.1,,,,,,,3778.001,
absFarsiYehInvertedVMed,yehVinverted-farsi.medi,uni063D.medi,,818,,AL,1079,1069,SHL,absBehNoDotsMed,behDotless-ar.medi,_hat,_dot2h,,,,,,5.1,,,,,,,3778.002,
absFarsiYehInvertedVIni,yehVinverted-farsi.init,uni063D.init,,993,,AL,1025,1070,SHL,absBehNoDotsIni,behDotless-ar.init,_hat,_dot2h,,,,,,5.1,,,,,,,3778.003,
absFarsiYeh,yeh-farsi,uni06CC,,374,06CC,AL,441,1071,SHLM,absYeh.noDots,yeh-ar.noDots,,,,,,,,,,,,,,yeh-farsi,3782,
absFarsiYehFin,yeh-farsi.fina,uni06CC.fina,,631,,AL,459,1072,SHLM,absYehFin.noDots,yeh-ar.noDots.fina,,,,,,,,,,,,,,,3782.001,
absFarsiYehMed,yeh-farsi.medi,uni06CC.medi,,815,,AL,1076,1073,SHLM,absBehNoDotsMed,behDotless-ar.medi,,_dot2h,,,,,,,,,,,,,3782.002,
absFarsiYehIni,yeh-farsi.init,uni06CC.init,,990,,AL,1022,1074,SHLM,absBehNoDotsIni,behDotless-ar.init,,_dot2h,,,,,,,,,,,,,3782.003,
absFarsiYehTwoDotsAbove,yehTwodotsabove-farsi,uni063E,,378,063E,AL,445,1075,SH,absYeh.noDots,yeh-ar.noDots,_dot2h,,,,,,,5.1,,,,,,yehTwodotsabove-farsi,3787,
absFarsiYehTwoDotsAboveFin,yehTwodotsabove-farsi.fina,uni063E.fina,,635,,AL,463,1076,SH,absYehFin.noDots,yeh-ar.noDots.fina,_dot2h,,,,,,,5.1,,,,,,,3787.001,
absFarsiYehTwoDotsAboveMed,yehTwodotsabove-farsi.medi,uni063E.medi,,819,,AL,1080,1077,SH,absBehNoDotsMed,behDotless-ar.medi,_dot2h,_dot2h,,,,,,5.1,,,,,,,3787.002,
absFarsiYehTwoDotsAboveIni,yehTwodotsabove-farsi.init,uni063E.init,,994,,AL,1026,1078,SH,absBehNoDotsIni,behDotless-ar.init,_dot2h,_dot2h,,,,,,5.1,,,,,,,3787.003,
absFarsiYehThreeDotsAbove,yehThreedotsabove-farsi,uni063F,,379,063F,AL,446,1079,SH,absYeh.noDots,yeh-ar.noDots,_dot3u,,,,,,,5.1,,,,,,yehThreedotsabove-farsi,3788,
absFarsiYehThreeDotsAboveFin,yehThreedotsabove-farsi.fina,uni063F.fina,,636,,AL,464,1080,SH,absYehFin.noDots,yeh-ar.noDots.fina,_dot3u,,,,,,,5.1,,,,,,,3788.001,
absFarsiYehThreeDotsAboveMed,yehThreedotsabove-farsi.medi,uni063F.medi,,820,,AL,1081,1081,SH,absBehNoDotsMed,behDotless-ar.medi,_dot3u,_dot2h,,,,,,5.1,,,,,,,3788.002,
absFarsiYehThreeDotsAboveIni,yehThreedotsabove-farsi.init,uni063F.init,,995,,AL,1027,1082,SH,absBehNoDotsIni,behDotless-ar.init,_dot3u,_dot2h,,,,,,5.1,,,,,,,3788.003,
absFarsiYehDigitTwoAbove,yehTwoabove-farsi,uni0775,,375,0775,AL,442,1083,S,absYeh.noDots,yeh-ar.noDots,_two,,,,,,,5.1,,,,,,yehTwoabove-farsi,3789,
